,Unnamed: 0,claim_no,pmt_no,occurrence_period,occurrence_time,claim_size,notidel,setldel,payment_time,payment_period,payment_size,payment_inflated,payment_delay,noti_period,settle_period,development_period,is_settled,payment_size_cumulative,log1_paid_cumulative,train_ind,train_ind_time,cv_ind
5664,5665,1067,3,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,23.9699008795331,24,4514.31898701772,4514.31898701772,4.14018780315364,13,44,12,False,13922.66101015509,9.54134490291212,True,True,4
5665,5666,1067,4,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,26.8477465179984,27,4931.7261268582,4931.7261268582,2.87784563846527,13,44,15,False,18854.38713701329,9.84455394180802,True,True,2
5666,5667,1067,5,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,27.8996222808577,28,4759.57638191748,4759.57638191748,1.05187576285926,13,44,16,False,23613.96351893077,10.069635837502886,True,True,3
5667,5668,1067,6,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,30.6130642872298,31,4267.39831546568,4267.39831546568,2.71344200637209,13,44,19,False,27881.361834396448,10.235749575576094,True,True,1
5668,5669,1067,7,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,33.1231551363032,34,5824.86427670681,5824.86427670681,2.51009084907348,13,44,22,False,33706.22611110326,10.425467518016589,True,True,4
5669,5670,1067,8,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,35.4447567037215,36,4608.82329547693,4608.82329547693,2.32160156741825,13,44,24,False,38315.04940658019,10.553624131952317,True,True,1
5670,5671,1067,9,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,38.6513935716557,39,4592.15114767933,4592.15114767933,3.20663686793419,13,44,27,False,42907.20055425952,10.666818241759243,True,True,4
5671,5672,1067,10,12,11.4335667463019,270072.251632827,0.703724342296138,31.8457010421699,42.1401455706241,43,209664.105939489,209664.105939489,3.4887519989684,13,44,31,False,252571.30649374853,12.439452849055158,True,False,3
5673,5674,1068,1,12,11.3318180844653,124506.137177931,0.0178178967362189,21.5599974352119,18.5941425407152,19,11833.2084539297,11833.2084539297,7.24450655951368,12,33,7,False,11833.2084539297,9.37874963791416,True,True,4
5674,5675,1068,2,12,11.3318180844653,124506.137177931,0.0178178967362189,21.5599974352119,21.4801089268234,22,10765.859688824,10765.859688824,2.8859663861082,12,33,10,False,22599.0681427537,10.025708200421924,True,True,2
5675,5676,1068,3,12,11.3318180844653,124506.137177931,0.0178178967362189,21.5599974352119,30.7271612681555,31,92930.5516816195,92930.5516816195,9.24705234133208,12,33,19,False,115529.61982437319,11.657290880513942,True,True,1
5677,5678,1069,1,12,11.4480237509124,17036.7998814789,0.626717954489414,3.35974396318443,13.1105939112122,14,1752.69533783575,1752.69533783575,1.0358522058104,13,16,2,False,1752.69533783575,7.469480462198628,True,True,4
5678,5679,1069,2,12,11.4480237509124,17036.7998814789,0.626717954489414,3.35974396318443,14.0522017216149,15,2225.1312393146,2225.1312393146,0.941607810402691,13,16,3,False,3977.82657715035,8.288742224945894,True,True,0
5679,5680,1069,3,12,11.4480237509124,17036.7998814789,0.626717954489414,3.35974396318443,14.8776719867234,15,11908.4750310213,11908.4750310213,0.825470265108537,13,16,3,False,15886.30160817165,9.673275428129209,True,True,0
5682,5683,1071,1,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,12.3937740400298,13,803.964959271429,803.964959271429,0.269395910953759,13,19,1,False,803.964959271429,6.690798747615788,False,True,3
5683,5684,1071,2,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,12.9296240158477,13,862.889444375156,862.889444375156,0.535849975817906,13,19,1,False,1666.854403646585,7.419293291127211,False,True,3
5684,5685,1071,3,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,13.8231943048171,14,768.689512087583,768.689512087583,0.893570288969327,13,19,2,False,2435.543915734168,7.798335886227087,False,True,4
5685,5686,1071,4,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,14.0851040877224,15,854.300027414289,854.300027414289,0.261909782905382,13,19,3,False,3289.843943148457,8.098899328538687,False,True,0
5686,5687,1071,5,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,14.318567050108,15,814.719449619871,814.719449619871,0.233462962385538,13,19,3,False,4104.563392768328,8.320098257966993,False,True,0
5687,5688,1071,6,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,14.8025382431481,15,920.080273323533,920.080273323533,0.483971193040084,13,19,3,False,5024.643666091861,8.522308817478699,False,True,0
5688,5689,1071,7,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,15.4747656452106,16,785.26364883749,785.26364883749,0.672227402062582,13,19,4,False,5809.907314929351,8.667492002013185,False,True,1
5689,5690,1071,8,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,15.9468914866792,16,950.635973854838,950.635973854838,0.472125841468611,13,19,4,False,6760.543288784189,8.819006440138605,False,True,1
5690,5691,1071,9,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,16.4906370560114,17,794.115540940837,794.115540940837,0.543745569332162,13,19,5,False,7554.658829725026,8.930052075368687,False,True,2
5691,5692,1071,10,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,16.8551918144296,17,915.837466665495,915.837466665495,0.364554758418145,13,19,5,False,8470.496296390522,9.044462430413448,False,True,2
5692,5693,1071,11,12,11.2433640507516,59072.0865111698,0.881014078324506,6.00063843316335,17.5539006554418,18,46014.5980971441,46014.5980971441,0.698708841012258,13,19,6,False,54485.09439353462,10.905700799352873,False,True,3
5696,5697,1073,1,12,11.3631309478078,23720.1549774228,1.07109793417228,6.27876601233523,13.5175508567848,14,3536.60042591935,3536.60042591935,1.08332197480468,13,19,2,False,3536.60042591935,8.171203930501001,False,True,4
5697,5698,1073,2,12,11.3631309478078,23720.1549774228,1.07109793417228,6.27876601233523,15.6046096257853,16,2819.94241852699,2819.94241852699,2.08705876900053,13,19,4,False,6356.54284444634,8.757397236470789,False,True,1
5698,5699,1073,3,12,11.3631309478078,23720.1549774228,1.07109793417228,6.27876601233523,17.6953820663298,18,16155.4628789654,16155.4628789654,2.09077244054447,13,19,6,False,22512.00572341174,10.02184845334791,False,True,3
5700,5701,1074,1,12,11.6577420325484,46392.7797332652,1.23544328620544,14.1059587649304,17.2639477818147,18,4979.7932601702,4979.7932601702,4.37076246306086,13,27,6,False,4979.7932601702,8.513344446524325,True,True,3
5701,5702,1074,2,12,11.6577420325484,46392.7797332652,1.23544328620544,14.1059587649304,20.5317074115389,21,5202.01903196273,5202.01903196273,3.26775962972422,13,27,9,False,10181.81229213293,9.228456508547277,True,True,1
5702,5703,1074,3,12,11.6577420325484,46392.7797332652,1.23544328620544,14.1059587649304,25.9743041765843,26,33083.656310907,33083.656310907,5.44259676504534,13,27,14,False,43265.46860303993,10.675133216831782,True,True,1
5704,5705,1075,1,12,11.4250396571588,395848.687158918,0.437707633985266,25.0929916218483,23.0774128938396,24,23805.4346376848,23805.4346376848,11.2146656026955,12,37,12,False,23805.4346376848,10.07771118604603,True,True,4
5705,5706,1075,2,12,11.4250396571588,395848.687158918,0.437707633985266,25.0929916218483,29.7625004816314,30,20875.8257153453,20875.8257153453,6.68508758779183,12,37,18,False,44681.2603530301,10.707331841720661,True,True,0
5706,5707,1075,3,12,11.4250396571588,395848.687158918,0.437707633985266,25.0929916218483,35.6846794785775,36,310084.686378609,310084.686378609,5.92217899694609,12,37,24,False,354765.9467316391,12.779216364795007,True,True,1
5708,5709,1076,1,12,11.0721925953403,268898.640589162,0.835609988726386,23.5497484725302,19.006763774457,20,16282.2770035314,16282.2770035314,7.09896119039026,12,36,8,False,16282.2770035314,9.697893909443595,True,True,0
5709,5710,1076,2,12,11.0721925953403,268898.640589162,0.835609988726386,23.5497484725302,25.3227874863041,26,17010.0865180203,17010.0865180203,6.31602371184716,12,36,14,False,33292.3635215517,10.413113362459821,True,True,1
5710,5711,1076,3,12,11.0721925953403,268898.640589162,0.835609988726386,23.5497484725302,32.8599615144299,33,215084.99309482,215084.99309482,7.53717402812579,12,36,21,False,248377.35661637172,12.422708494071292,True,True,3
5712,5713,1077,1,12,11.6871411914472,105711.964332976,0.593527087339746,16.6230427742819,16.047988933951,17,3957.47923982539,3957.47923982539,3.76732065516413,13,29,5,False,3957.47923982539,8.283615200142865,True,True,2
5713,5714,1077,2,12,11.6871411914472,105711.964332976,0.593527087339746,16.6230427742819,20.1549702669099,21,3904.55804170783,3904.55804170783,4.1069813329589,13,29,9,False,7862.037281533219,8.969928233368197,True,True,1
5714,5715,1077,3,12,11.6871411914472,105711.964332976,0.593527087339746,16.6230427742819,22.7242483392731,23,3955.09373482491,3955.09373482491,2.5692780723632,13,29,11,False,11817.13101635813,9.37739015801426,True,True,3
5715,5716,1077,4,12,11.6871411914472,105711.964332976,0.593527087339746,16.6230427742819,24.4450202023571,25,4736.30845267375,4736.30845267375,1.72077186308399,13,29,13,False,16553.43946903188,9.714409590696674,True,True,0
5716,5717,1077,5,12,11.6871411914472,105711.964332976,0.593527087339746,16.6230427742819,27.3219860603348,28,83341.656228529,83341.656228529,2.87696585797769,13,29,16,False,99895.09569756087,11.511885881766421,True,True,3
5718,5719,1078,1,12,11.8527860280592,54351.0820606916,0.863914180927656,5.09658233334953,13.52829842534,14,2635.70934150957,2635.70934150957,0.811598216353138,13,18,2,False,2635.70934150957,7.877286957111627,True,True,4
5719,5720,1078,2,12,11.8527860280592,54351.0820606916,0.863914180927656,5.09658233334953,14.4201678391644,15,2351.46605125006,2351.46605125006,0.891869413824412,13,18,3,False,4987.17539275963,8.514825469124714,True,True,0
5720,5721,1078,3,12,11.8527860280592,54351.0820606916,0.863914180927656,5.09658233334953,15.2199399202792,16,2730.57895674658,2730.57895674658,0.79977208111483,13,18,4,False,7717.75434950621,8.951408276309008,True,True,1
5721,5722,1078,4,12,11.8527860280592,54351.0820606916,0.863914180927656,5.09658233334953,16.4344504640999,17,2862.44457123863,2862.44457123863,1.21451054382069,13,18,5,False,10580.19892074484,9.266834018533217,True,True,2
5724,5725,1079,1,12,11.8672175528482,33511.549990352,0.078602280408808,7.19075618839434,12.8252340211677,13,2170.12412369261,2170.12412369261,0.879414187910687,12,20,1,False,2170.12412369261,7.683000341755054,True,True,3
5725,5726,1079,2,12,11.8672175528482,33511.549990352,0.078602280408808,7.19075618839434,14.2819655389898,15,3296.59192959885,3296.59192959885,1.45673151782217,12,20,3,False,5466.71605329146,8.606616267689981,True,True,0
5726,5727,1079,3,12,11.8672175528482,33511.549990352,0.078602280408808,7.19075618839434,16.4087994758487,17,2373.10858665176,2373.10858665176,2.12683393685889,12,20,5,False,7839.82463994322,8.967099291479267,True,True,2
5727,5728,1079,4,12,11.8672175528482,33511.549990352,0.078602280408808,7.19075618839434,18.5578324778481,19,22922.3932779638,22922.3932779638,2.14903300199936,12,20,7,False,30762.217917907023,10.33407503186404,True,True,4
5729,5730,1080,1,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,14.6111552276667,15,3794.25659814348,3794.25659814348,1.79311113514551,13,27,3,False,3794.25659814348,8.24150730233802,False,True,0
5730,5731,1080,2,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,16.172186000318,17,3978.60772656288,3978.60772656288,1.56103077265131,13,27,5,False,7772.86432470636,8.958522658816646,False,True,2
5731,5732,1080,3,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,18.2034712946596,19,4272.19340474658,4272.19340474658,2.0312852943416,13,27,7,False,12045.05772945294,9.396492726008997,False,True,4
5732,5733,1080,4,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,19.864124814716,20,3701.92027406471,3701.92027406471,1.66065352005634,13,27,8,False,15746.97800351765,9.66446725528323,False,True,0
5733,5734,1080,5,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,20.3903135370005,21,4281.91413246054,4281.91413246054,0.526188722284533,13,27,9,False,20028.89213597819,9.904981043521959,False,True,1
5734,5735,1080,6,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,21.7655464448308,22,4036.09809604379,4036.09809604379,1.37523290783027,13,27,10,False,24064.99023202198,10.08855492911512,False,True,2
5735,5736,1080,7,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,22.9068231130496,23,4357.24148336856,4357.24148336856,1.14127666821876,13,27,11,False,28422.23171539054,10.254962107902355,False,True,3
5736,5737,1080,8,12,11.0890818594489,184746.001701994,1.7289622330723,14.0889472628816,24.5865600942293,25,3860.59127178158,3860.59127178158,1.67973698117975,13,27,13,False,32282.82298717212,10.38232154743989,False,True,0
5740,5741,1082,1,12,11.4232560701203,42763.3029648189,0.824191763724855,10.2359732946552,13.4075962965831,14,1313.13869356649,1313.13869356649,1.16014846273799,13,23,2,False,1313.13869356649,7.1809367441339065,False,True,4
5741,5742,1082,2,12,11.4232560701203,42763.3029648189,0.824191763724855,10.2359732946552,14.8780414436957,15,2034.43384724864,2034.43384724864,1.47044514711257,13,23,3,False,3347.57254081513,8.116289426790269,False,True,0
5742,5743,1082,3,12,11.4232560701203,42763.3029648189,0.824191763724855,10.2359732946552,16.0890168259402,17,1705.21426263298,1705.21426263298,1.21097538224454,13,23,5,False,5052.78680344811,8.527893103332245,False,True,2
5743,5744,1082,4,12,11.4232560701203,42763.3029648189,0.824191763724855,10.2359732946552,17.8591008811325,18,1488.28770044424,1488.28770044424,1.77008405519225,13,23,6,False,6541.074503892351,8.786009596583213,False,True,3
5744,5745,1082,5,12,11.4232560701203,42763.3029648189,0.824191763724855,10.2359732946552,20.0224762767174,21,2051.65380226492,2051.65380226492,2.16337539558492,13,23,9,False,8592.72830615727,9.05878794947137,False,True,1
5745,5746,1082,6,12,11.4232560701203,42763.3029648189,0.824191763724855,10.2359732946552,21.3146831435558,22,31528.4967938852,31528.4967938852,1.2922068668384,13,23,10,False,40121.22510004247,10.59968570165567,False,True,2
5747,5748,1083,1,12,11.9732584506273,399707.495626157,1.92936212972561,16.759055869266,17.3107475675677,18,11796.4413309105,11796.4413309105,3.40812698721476,14,31,6,False,11796.4413309105,9.375637950577836,False,True,3
5748,5749,1083,2,12,11.9732584506273,399707.495626157,1.92936212972561,16.759055869266,19.7939594372421,20,11609.7836951469,11609.7836951469,2.48321186967438,14,31,8,False,23406.2250260574,10.060800015486004,False,True,0
5749,5750,1083,3,12,11.9732584506273,399707.495626157,1.92936212972561,16.759055869266,23.6908246426701,24,14421.6926901055,14421.6926901055,3.89686520542798,14,31,12,False,37827.9177161629,10.540829108075952,False,True,4
5750,5751,1083,4,12,11.9732584506273,399707.495626157,1.92936212972561,16.759055869266,26.5761324628097,27,13650.6704149732,13650.6704149732,2.88530782013967,14,31,15,False,51478.5881311361,10.848940661117377,False,True,2
5751,5752,1083,5,12,11.9732584506273,399707.495626157,1.92936212972561,16.759055869266,28.5339159418967,29,15566.6870730772,15566.6870730772,1.95778347908697,14,31,17,False,67045.2752042133,11.113138334656858,False,True,4
5752,5753,1083,6,12,11.9732584506273,399707.495626157,1.92936212972561,16.759055869266,29.8893970407977,30,299160.991596955,299160.991596955,1.35548109890104,14,31,18,False,366206.2668011683,12.810954754830053,False,True,0
5754,5755,1084,1,12,11.4990680876654,17537.0528909066,1.89443315769994,3.4652068416889,14.5833771260088,15,2063.06395895255,2063.06395895255,1.18987588064346,14,17,3,False,2063.06395895255,7.632432113985947,True,True,0
5755,5756,1084,2,12,11.4990680876654,17537.0528909066,1.89443315769994,3.4652068416889,15.4089343867413,16,1595.4140232776,1595.4140232776,0.8255572607325,14,17,4,False,3658.47798223015,8.20507578841713,True,True,1
5760,5761,1086,1,12,11.4948818217963,77489.7235599302,0.358533163042255,16.1460057880495,13.981255900611,14,2710.84472657982,2710.84472657982,2.1278409157724,12,28,2,False,2710.84472657982,7.905384393210221,True,True,4
5761,5762,1086,2,12,11.4948818217963,77489.7235599302,0.358533163042255,16.1460057880495,16.4323559616418,17,3101.29997311702,3101.29997311702,2.45110006103089,12,28,5,False,5812.14469969684,8.667876959821754,True,True,2
5762,5763,1086,3,12,11.4948818217963,77489.7235599302,0.358533163042255,16.1460057880495,19.9882500463625,20,3002.17948493979,3002.17948493979,3.55589408472063,12,28,8,False,8814.324184636629,9.08424687063181,True,True,0
5763,5764,1086,4,12,11.4948818217963,77489.7235599302,0.358533163042255,16.1460057880495,22.5923563156105,23,2733.39515533288,2733.39515533288,2.60410626924806,12,28,11,False,11547.71933996951,9.354329830146016,True,True,3
5764,5765,1086,5,12,11.4948818217963,77489.7235599302,0.358533163042255,16.1460057880495,24.0955336105338,25,2938.58068060254,2938.58068060254,1.50317729492328,12,28,13,False,14486.30002057205,9.58102768396841,True,True,0
5765,5766,1086,6,12,11.4948818217963,77489.7235599302,0.358533163042255,16.1460057880495,26.3930901864329,27,55815.2667308408,55815.2667308408,2.29755657589912,12,28,15,False,70301.56675141284,11.16056358853213,True,True,2
5767,5768,1087,1,12,11.1230356013402,120817.975506661,0.672616014041541,17.3192481644106,16.0053131747875,17,7257.38782178844,7257.38782178844,4.20966155940577,12,30,5,False,7257.38782178844,8.889913020044638,True,True,2
5768,5769,1087,2,12,11.1230356013402,120817.975506661,0.672616014041541,17.3192481644106,21.4671381755865,22,7530.85481168214,7530.85481168214,5.46182500079898,12,30,10,False,14788.242633470581,9.601655346379511,True,True,2
5769,5770,1087,3,12,11.1230356013402,120817.975506661,0.672616014041541,17.3192481644106,25.1136793929336,26,5937.63044865931,5937.63044865931,3.64654121734708,12,30,14,False,20725.87308212989,9.939186353827012,True,True,1
5770,5771,1087,4,12,11.1230356013402,120817.975506661,0.672616014041541,17.3192481644106,27.9772144103849,28,84326.4038999412,84326.4038999412,2.86353501745132,12,30,16,False,105052.27698207108,11.562222900285143,True,True,3
5772,5773,1088,1,12,11.5603857615497,667850.625837175,0.787028316772731,12.7862535089198,15.0587585286327,16,21221.4976204908,21221.4976204908,2.71134445031028,13,26,4,False,21221.4976204908,9.962817106490114,True,True,1
5773,5774,1088,2,12,11.5603857615497,667850.625837175,0.787028316772731,12.7862535089198,19.3029282622131,20,24724.7305790929,24724.7305790929,4.2441697335804,13,26,8,False,45946.2281995837,10.735248803866094,True,True,0
5774,5775,1088,3,12,11.5603857615497,667850.625837175,0.787028316772731,12.7862535089198,24.5183829171289,25,554233.127028739,554233.127028739,5.21545465491581,13,26,13,False,600179.3552283227,13.30498548107675,True,True,0
5776,5777,1089,1,12,11.2392925268505,14300.5070810215,0.434046764681362,3.37621075494354,12.6470514707651,13,4746.0686341632,4746.0686341632,0.973712179233244,12,16,1,False,4746.0686341632,8.465282576875952,True,True,3
5777,5778,1089,2,12,11.2392925268505,14300.5070810215,0.434046764681362,3.37621075494354,14.0288955738933,15,5194.63967133504,5194.63967133504,1.38184410312824,12,16,3,False,9940.70830549824,9.204494146604231,True,True,0
5779,5780,1090,1,12,11.7252505277283,31165.1616110527,1.7411937811741,11.1876739946369,15.3457764941727,16,3499.05081561375,3499.05081561375,1.87933218527026,14,25,4,False,3499.05081561375,8.160532766118894,False,True,1
5780,5781,1090,2,12,11.7252505277283,31165.1616110527,1.7411937811741,11.1876739946369,18.5863236665468,19,3220.37680366526,3220.37680366526,3.24054717237405,14,25,7,False,6719.427619279009,8.812907065313931,False,True,4
5781,5782,1090,3,12,11.7252505277283,31165.1616110527,1.7411937811741,11.1876739946369,22.3000681521792,23,21715.5327290231,21715.5327290231,3.71374448563247,14,25,11,False,28434.96034830211,10.255409832629429,False,True,3
5783,5784,1091,1,12,11.7860273951665,403795.515705105,0.787457846555012,10.8411302415891,14.8131005213151,15,19458.1381635854,19458.1381635854,2.23961527959359,13,24,3,False,19458.1381635854,9.876072067173732,False,True,0
5784,5785,1091,2,12,11.7860273951665,403795.515705105,0.787457846555012,10.8411302415891,15.8242950901855,16,20487.369529851,20487.369529851,1.01119456887046,13,24,4,False,39945.507693436404,10.595296530438079,False,True,1
5785,5786,1091,3,12,11.7860273951665,403795.515705105,0.787457846555012,10.8411302415891,17.4262712575135,18,21112.0486046428,21112.0486046428,1.60197616732798,13,24,6,False,61057.5562980792,11.019588622021123,False,True,3
5786,5787,1091,4,12,11.7860273951665,403795.515705105,0.787457846555012,10.8411302415891,22.6153950840679,23,310257.035648359,310257.035648359,5.18912382655436,13,24,11,False,371314.5919464382,12.824807632136817,False,True,3
5788,5789,1092,1,12,11.4497818856034,49736.0400575191,0.0678191665330284,4.55314221497875,12.8612997701007,13,3075.67108088952,3075.67108088952,1.34369871796418,12,17,1,False,3075.67108088952,8.031603473569747,False,True,3
5789,5790,1092,2,12,11.4497818856034,49736.0400575191,0.0678191665330284,4.55314221497875,14.1564780197982,15,3599.28788000185,3599.28788000185,1.29517824969757,12,17,3,False,6674.95896089137,8.8062681375027,False,True,0
5790,5791,1092,3,12,11.4497818856034,49736.0400575191,0.0678191665330284,4.55314221497875,14.9102089992521,15,3378.92287685624,3378.92287685624,0.75373097945391,12,17,3,False,10053.88183774761,9.215813550546216,False,True,0
5791,5792,1092,4,12,11.4497818856034,49736.0400575191,0.0678191665330284,4.55314221497875,15.5771978549416,16,36950.5512472198,36950.5512472198,0.666988855689422,12,17,4,False,47004.433084967415,10.758018471563812,False,True,1
5793,5794,1093,1,12,11.4690799191594,122410.498779918,0.605207987200145,9.73827943565323,15.627813860905,16,9199.02960468092,9199.02960468092,3.55352595454543,13,22,4,False,9199.02960468092,9.126961980932053,False,True,1
5794,5795,1093,2,12,11.4690799191594,122410.498779918,0.605207987200145,9.73827943565323,19.3580528603282,20,10276.5366010089,10276.5366010089,3.73023899942316,13,22,8,False,19475.56620568982,9.876967288850118,False,True,0
5795,5796,1093,3,12,11.4690799191594,122410.498779918,0.605207987200145,9.73827943565323,20.8025576589226,21,94150.1968859896,94150.1968859896,1.44450479859445,13,22,9,False,113625.76309167943,11.640674348117852,False,True,1
5797,5798,1094,1,12,11.4018600238487,154633.982259734,0.257649000143494,16.1355047377115,15.4977695434071,16,4889.33516521366,4889.33516521366,3.83826051941492,12,28,4,False,4889.33516521366,8.495016121063584,True,True,1
5798,5799,1094,2,12,11.4018600238487,154633.982259734,0.257649000143494,16.1355047377115,19.2058823757428,20,5797.51095084332,5797.51095084332,3.70811283233563,12,28,8,False,10686.846116056979,9.276862497848768,True,True,0
5799,5800,1094,3,12,11.4018600238487,154633.982259734,0.257649000143494,16.1355047377115,23.6791444877978,24,5990.78052605113,5990.78052605113,4.47326211205504,12,28,12,False,16677.62664210811,9.721883336917946,True,True,4
5800,5801,1094,4,12,11.4018600238487,154633.982259734,0.257649000143494,16.1355047377115,26.7100164180666,27,124615.943100272,124615.943100272,3.03087193026877,12,28,15,False,141293.56974238012,11.858602137236193,True,True,2
5802,5803,1095,1,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,12.9861563839065,13,5208.31548454396,5208.31548454396,0.418130066353008,13,22,1,False,5208.31548454396,8.558203741191274,True,True,3
5803,5804,1095,2,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,13.573967414874,14,4848.3703479542,4848.3703479542,0.587811030967535,13,22,2,False,10056.68583249816,9.216092380660271,True,True,4
5804,5805,1095,3,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,14.0392337648064,15,4094.1768710545,4094.1768710545,0.465266349932407,13,22,3,False,14150.86270355266,9.557601534234665,True,True,0
5805,5806,1095,4,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,15.1077420494527,16,4730.79054667515,4730.79054667515,1.06850828464628,13,22,4,False,18881.65325022781,9.845998962147139,True,True,1
5806,5807,1095,5,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,15.7783543683058,16,5340.044843504,5340.044843504,0.670612318853125,13,22,4,False,24221.69809373181,10.095045410313523,True,True,1
5807,5808,1095,6,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,16.9058110714061,17,3895.93000298371,3895.93000298371,1.12745670310029,13,22,5,False,28117.62809671552,10.24418755727768,True,True,2
5808,5809,1095,7,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,18.363943351654,19,4804.94624639198,4804.94624639198,1.45813228024787,13,22,7,False,32922.5743431075,10.401944225540595,True,True,4
5809,5810,1095,8,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,18.7997292623199,19,4995.46729691458,4995.46729691458,0.435785910665922,13,22,7,False,37918.04164002208,10.543208682843417,True,True,4
5810,5811,1095,9,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,19.7796563980533,20,4101.68695413273,4101.68695413273,0.979927135733378,13,22,8,False,42019.72859415481,10.645918313471773,True,True,0
5811,5812,1095,10,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,20.4315666732662,21,4633.7298774515,4633.7298774515,0.651910275212955,13,22,9,False,46653.45847160631,10.750523774519124,True,True,1
5812,5813,1095,11,12,11.9023755120579,425403.357282814,0.665650805495538,8.8665968279725,20.7607352728715,21,331116.438347508,331116.438347508,0.329168599605255,13,22,9,False,377769.89681911434,12.842043197781944,True,True,1
5814,5815,1096,1,12,11.5636884097476,275959.663945545,0.198735912860166,14.451519047151,15.4460613292168,16,6708.79540798006,6708.79540798006,3.68363700660909,12,27,4,False,6708.79540798006,8.811323738886879,True,True,1
5815,5816,1096,2,12,11.5636884097476,275959.663945545,0.198735912860166,14.451519047151,20.4302009355291,21,7794.01076441419,7794.01076441419,4.98413960631233,12,27,9,False,14502.80617239425,9.582166388610853,True,True,1
5816,5817,1096,3,12,11.5636884097476,275959.663945545,0.198735912860166,14.451519047151,21.6664170152832,22,7927.27955799606,7927.27955799606,1.23621607975405,12,27,10,False,22430.08573039031,10.018203031620969,True,True,2
5817,5818,1096,4,12,11.5636884097476,275959.663945545,0.198735912860166,14.451519047151,25.309972391789,26,230991.916773063,230991.916773063,3.64355537650582,12,27,14,False,253422.00250345332,12.442815318216788,True,True,1
5819,5820,1097,1,12,11.6909966764506,72500.0941353029,0.379630312142126,7.21269120989395,15.4022163463534,16,4149.65786789707,4149.65786789707,3.33158935776071,13,20,4,False,4149.65786789707,8.331022123046235,True,True,1
5820,5821,1097,2,12,11.6909966764506,72500.0941353029,0.379630312142126,7.21269120989395,16.7293403226867,17,5685.56445861587,5685.56445861587,1.32712397633325,13,20,5,False,9835.22232651294,9.193827006426803,True,True,2
5821,5822,1097,3,12,11.6909966764506,72500.0941353029,0.379630312142126,7.21269120989395,18.0448699800372,19,59594.6335332179,59594.6335332179,1.31552965735052,13,20,7,False,69429.85585973084,11.14808665661547,True,True,4
5824,5825,1099,1,12,11.0948641062714,68163.0755779281,0.0963083909459235,9.35274958108941,14.8993627377217,15,4616.00052940292,4616.00052940292,3.70819024050439,12,21,3,False,4616.00052940292,8.437500537170816,True,True,0
5825,5826,1099,2,12,11.0948641062714,68163.0755779281,0.0963083909459235,9.35274958108941,15.7250613364774,16,4905.30391657648,4905.30391657648,0.825698598755642,12,21,4,False,9521.3044459794,9.161392162146031,True,True,1
5826,5827,1099,3,12,11.0948641062714,68163.0755779281,0.0963083909459235,9.35274958108941,17.0503023926374,18,4215.0369598346,4215.0369598346,1.32524105616008,12,21,6,False,13736.341405814,9.527873054027513,True,True,3
5827,5828,1099,4,12,11.0948641062714,68163.0755779281,0.0963083909459235,9.35274958108941,19.034496880727,20,48269.2528351591,48269.2528351591,1.9841944880895,12,21,8,False,62005.59424097311,11.034996017096914,True,True,0
5829,5830,1100,1,12,11.9379038242623,221095.337805426,0.420993883698946,16.9858388343721,16.0438076878751,17,14367.8161950781,14367.8161950781,3.68490997991382,13,30,5,False,14367.8161950781,9.572815595378868,False,True,2
